Dialogue_ID	Utterance_ID	Utterance	label
63	0	hey! guess what i got for your wedding!	q
63	1	a freakish thin date with a hanger for her head?	ans
63	2	no. rachel hooked me up with a tux! but not just any tux, batman's tux!	s
63	3	what?	q
63	4	that's right! made expressly for val kilmer and worn by him in the hit film…that batman film he was in.	ans
63	5	you can't wear that! i'm wearing the famous tux! james bond's tux!	o
63	6	so?	q
63	7	so—if you wear that you'll make mine less special.	ans
64	0	sorry, i just don't like the idea of when i say  i do,  he's thinking,  yeah, i'd do her too!	o
64	1	well then we still have a problem.	s
64	2	yeah!	ag
64	3	with what?	q
64	4	well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.	ans
64	5	oo! you should have one of us do it!	o
64	6	phoebe, we're getting	s
64	7	no! no! it's-it's uh a real thing! anyone can get ordained on the internet and perform like weddings and stuff!	o
64	8	i call it!!	s
64	9	what?! no! it was my idea!	dag
64	10	guys thank you very much but neither of you is marrying us.	s
64	11	does calling it not mean anything anymore?!	q
64	12	we are going to have a legitimate member of the clergy! and when i say legitimate i mean, gay and in control of his saliva!	s
65	0	see, i see.... big passion in your future.	s
65	1	really?	b
65	2	i do.	s
65	3	oh ross, you're so great. [she playfully rubs his head and gets up]	ap
66	1	that was supposed to be a good thing, i forget why.	s
66	2	just listen, monica, i, do you know, okay, do you know, i couldn't sleep for like a month because i got like a dot of ink on one of the sofa cushions.	s
66	3	well, you-you coulda just turned the cushion over.	o
66	4	yeah, i would've except i had a big spaghetti stain on the other side.	ag
66	5	what?!?!	q
66	6	okay, this is what i'm talking about, this. i-i need to live in a land where people can spill.	ans
66	7	you can spill. in the sink.	o
66	8	aw, honey it's not your fault, y'know this is who you are, and i love you, and i want us to be friends, and if i keep living here i don't see that happening.	s
66	9	i love you, too.	s
66	10	aww, good.  what?	q
66	11	what? i'm just said.	s
66	12	no you're not, you're wondering which cushion it is.	s
67	0	oh my god! are you serious?!	q
67	1	uh-huh.	ans
67	2	i would love to live with you ross.. that's-that's great! thank you!	o
67	3	well, i'm-i'm just glad i could, y'know, help you out.	s
67	5	ross-ross, you have no idea what this means to me!	s
67	6	i mean, i mean i was gonna be homeless.	s
67	7	you just saved me!	s
67	8	you're my hero!	o
67	9	hero, i uh, i don't know—well, all right.	ag
67	10	oh, i have to go tell monica what a wonderful brother she has!	s
67	11	oh please!   you're gonna say things now, aren't ya?	q
67	12	no.	ans
67	13	no, i won't.	ans
67	14	but i should tell you this, this exact same thing happened to my roommate denise.	s
67	15	she moved in with a guy who was secretly married to her and he said he didn't love her, but he really did, and it just blew up!	s
68	0	...dammit, hire the girl!  okay, everybody ready?	q
68	1	uh, listen, i just wanna thank you for this great opportunity.	ap
68	2	lose the robe.	oth
68	3	me?	q
69	0	that's great.	ap
69	1	well, i'm gonna get another espresso. can i get you another latte?	q
69	2	no, no, i'm still working on mine.	ans
69	3	that's it?	q
69	4	yeah, it was really hard.	ans
69	5	oh, yeah, that hug looked pretty brutal.	o
69	6	ok, you weren't there.	s
70	0	wow! that's ah, that's pretty nice!	ap
70	1	pretty nice?	q
70	2	you'll have to pardon my roommate, he wanted to marry this.	s
70	3	we don't have 50 bucks, but would you be willing to trade for it? we've got a canoe.	o
70	4	y'know, i, i really don't think we need a canoe.	dag
70	5	you gotta take the canoe!	s
70	6	all right, just, just take the entertainment center, and then when you get home, throw the canoe away!	o
70	7	we're not throwing it away! i built that canoe!	dag
70	8	good for you!!	s
71	0	pheebs?	q
71	1	yeah?	ans
72	0	okay. then i guess it's just, wait here then.   hi. i need one fake ticket to yemen.	s
72	1	one ticket to yemen?	q
72	2	oh no-no-no, no. no, no, no, i just, i just need a pretend ticket.	ans
72	3	i'm sorry sir, i don't understand.	ap
72	4	what would you give to a kid if he wanted a ticket to play with?	q
72	5	are you travelling with a child?	q
72	6	no.	ans
72	7	all right, y'know what, she's  gonna think that i'm handing you a credit card, but what i'm really gonna do is hand you a library card.	o
73	0	okay, but this is the last time.	s
73	1	with a chick-chick here, and a chick-chick there.	oth
73	2	here a chick, there a chick, everywhere a chick-chick--chickeeeen.	oth
73	3	hey.	g
73	4	hey.	g
73	5	how's she doing?	q
73	6	she?	q
73	7	well yeah, don't-don't you think it's a she?	q
73	8	i don't know.  i can't tell, what ever it was went back in too quickly.	ans
73	9	well, anyway, i got to go change, i'm ah, meeting some of the cast for drinks.	s
73	10	excuse me?	oth
73	11	what?	q
74	0	okay, good, so there you go. go with vince.	s
74	1	yeah, but jason's really sensitive.	o
74	2	well sensitive is important, pick him.	s
74	3	yeah.	ag
74	4	oh sure, go with the sissy.	s
74	5	jason is not a sissy!	dag
74	6	oh no-no-no-no, i meant chandler.	s
75	0	hi.	g
76	0	so uh, apparently people are familiar with the europe story?	q
76	1	yeah.	ans
76	2	listen about that, the whole uh, who came on to who thing really doesn't matter.	s
76	3	i mean, i think it would've happened either way.	o
76	4	i mean if you hadn't initiated it i-i-i know i would've.	o
76	5	it was an amazing night.	s
76	6	it was. it was an amazing night.	s
76	7	you think it looked amazing?	q
77	0	do we have a name yet?	q
77	1	no, not yet.	ans
77	2	that's fine, for now we'll just call her baby girl green.	o
77	3	oh no, baby girl geller-green.	dag
77	4	hello baby girl.	g
78	0	ah-ha, nowhere to run!	s
78	1	i don't like sitting up here! i'm just gonna over	o
78	2	no rachel! they got here first!	s
78	3	why is ross doing that?	q
78	4	danger	oth
78	5	oh my god! why is he jumping on those women!	q
79	0	no that's all right. don't worry about it.	o
79	1	oh but look! that's gonna leave a stain!	s
79	2	rach! hey! it's fine! you're at joey's!	o
79	3	really?	q
79	4	yeah! look!	ans
79	5	i've never lived like this before.	s
79	6	i know.	ag
79	7	all right, don't waste it, i mean its still food.	o
80	0	hey joey, is this the bed where olivia lost her virginity?	q
80	1	i don't know, but one of the extras sure did!  hey, listen    rach. thanks again for coming down to watch my scenes!	ans
80	2	oh, please!honey, just the fact that you want me here to support    you, i'm...oh my god!is that christian sanders?he's so	s
80	3	also so	oth
80	4	oh, in my head he's done some pretty  not-gay-stuff !	o
80	5	well, at the christmas party him and santa did some definitely    gay stuff!	s
81	0	ok, you've got to promise that you'll never, ever tell ross that i told you.	s
81	1	about what?	q
81	2	he's planning your birthday party.	ans
81	3	oh my god! i love him!	s
81	4	you'd better act surprised.	o
81	5	about what?	q
81	6	my surprise party!	ans
81	7	what surprise party?	q
81	8	oh stop it. joey already told me.	s
81	9	well, he didn't tell me.	s
81	10	hey, don't look at me. this is ross's thing.	s
81	11	this is so typical. i'm always the last one to know everything.	o
81	12	no, you are not. we tell you stuff.	dag
81	13	yuh-huh!	oth
81	14	i was the last one to know when chandler got bitten by the peacock at the zoo.	s
81	15	i was the last one to know when you had a crush on joey when he was moving in.	s
81	16	looks like i was second to last.	s
82	0	chandler, we still haven't gotten an rsvp from your dad.	s
82	1	oh! right. umm, maybe that's because i didn't send him an invitation.	o
82	2	chandler! he's your father.  he should be at the wedding.	o
82	3	i don't even know the man. okay? we're not that close. i haven't seen him in years.	s
82	4	well what are you gonna do when he finds out he wasn't even asked?!	q
82	5	it's not like we run in the same circles.	ans
82	6	i hang out with you guys, and he stars in a drag show in vegas.	ans
82	7	ooh, i think i wanna trade circles.	o
82	9	nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.	o
82	10	so what! as long as he's not wearing a white dress and a veil i don't care.	dag
82	11	okay, i think i need to do some shopping.	o
83	0	hello! who's in there?	q
83	1	how ya doin'?	q
83	2	who in the hell are you?	q
83	3	i guess you wouldn't believe me if i said i was kurt douglas, huh?	ans
84	0	no-no, rachel, don't get it! he can't see us!	s
84	1	no, yeah! the groom cannot see the bride!	ag
84	2	i'm not gonna marry chandler!	s
84	3	not after this!	dag
84	4	okay, you guys, just relax.  i doooo.	s
84	5	i gotta go.	s
84	6	oh, wait, joshua! joshua!   yeah, well, that oughta do it.	s
85	0	sorry i'm late, but i left late.	ap
85	1	okay.	a
85	2	so pheebs, what is the book about?	q
85	3	i thought you said you read it in high school.	ans
85	4	well yeah, but then i remembered i started it and there was this pep rally and i was, i was on top of the pyramid but anyway—umm, what is this book about?	s
86	0	excuse me, can i, can i bum one of those?	q
86	1	y'know what, actually…  okay, okay, okay, what's so funny over here?	q
86	2	i thought you didn't smoke.	o
86	3	oh, i thought you guys meant marijuana cigarettes, y'know?	o
86	4	y'know what i mean, like dubbies?	s
86	5	and i actually, i thought to myself,  wow, those guys are crazy!	s
86	6	but no, i actually smoke the regular ones all, all the time.	s
86	7	we get high.	s
86	8	oh, me too.	ag
86	9	i'm kidding.	s
86	10	oh, me too.	ag
87	0	oh, are you sure you're ok?	q
87	1	yeah.	ans
87	2	does it still hurt?	q
87	3	yeah.	ans
87	4	what a neat idea. all your clothes match. i'm gonna do this.	o
87	5	hi.	g
87	6	hey, how'd it go?	q
87	7	excellent.	ans
87	8	we ripped that couple apart, and kept the pieces for ourselves.	s
87	9	what a beautiful story. hey, i'm fine by the way.	o
88	0	you know what? you are right. i	ag
88	1	good for you pheebs!	s
88	2	ok.	a
88	3	okay  if you guys have microphones in there too, i didn't mean	s
89	0	this sucks! i didn't know i had to stay up all night before i went to this stupid sleep clinic! i'm so tired!	o
89	1	it's 6:00.	s
89	2	hi!	g
89	4	yeah, rach, i think you're handling that really well.	o
89	5	handling it?	q
89	6	what do you mean, handling it?	q
89	7	there's nothing to handle.	s
89	8	now, maybe i would have a problem with this if it wasn't for me and joshua.	o
89	9	y'know, they're not gonna get married anyway!	o
89	10	what?	dag
89	11	come on!	dag
89	12	they rushed into this thing so fast it's ridiculous!	o
89	15	and somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off.	o
89	16	i'm telling ya, you're gonna be dancing at my wedding before you're dancing at there's.	o
90	0	what the hell is this?!	q
91	0	what, did you actually thought it would make me feel better to give me stuff that i can't use for another two months?!	q
92	0	this sucks!	o
92	1	all right, what's my next present?	q
93	0	all right, there's a nuclear holocaust, i'm the last man on earth. would you go out with me?	q
93	1	enhh	dag
93	2	i've got canned goods.	s
93	3	hey, you guys! take a look at this!  check this baby out, dug me a hole!	s
93	4	excellent hole, joe.	ap
93	5	oh no! no!! my hole!!	oth
93	6	ow!! ow!!!	oth
93	7	what?! what?!! what is it?!	q
94	0	my drinking?	oth
94	1	oh, i must've said that after you left.	o
94	2	said what? exactly.	q
94	3	that you enjoyed the occasional drink…ing binge.	ans
94	4	oh my god!! ohh, that is it! i'm leaving! you are just a horrible person!	s
94	5	wait-wait-wait-wait-wait-wait-wait-wait!!	c
94	6	if you're gonna get all sensitive about it!	s
94	7	i don't want to lose you.	o
94	8	what if i, create a position for you?	q
94	9	i'll make you an assistant buyer in this department.	ans
94	10	say more things like that.	c
94	11	you can have your own office, and a raise! effective tomorrow.	o
94	12	i'd need an expense account.	s
94	13	done!	ag
94	14	and an assistant.	oth
94	15	sophie, get in here!	ag
95	0	monica? you gonna be very proud of me. i just got us dates with two unbelievably cute nurses.	s
95	1	oh my!	oth
95	2	they're male nurses.	s
95	3	not in my head.	dag
95	4	anyway, they want to take us out saturday night! what do you say?	q
95	5	umm.  umm. umm. i don't think so.	dag
95	6	what?	q
95	7	what are you talking about?!	q
95	8	you-you're the one who's been telling me to get over ross and move on.	s
95	9	i'm moving on, and you're moving on with me.	s
95	10	come on, give me one good reason why you don't wanna go.	c
95	11	umm, why don't you give	s
95	12	what?	q
95	13	harder than it sounds. isn't it?	q
95	14	okay, you're coming with me, and i also told them that if we're still here when they get off that we'll go down to the cafeteria and have some	s
95	15	yep! there's always room for	s
95	16	joey, how do you make	q
95	17	oh, it's easy. yeah, i-i can do it with anything. watch uh,  grandma's chicken salad	ans
96	0	hello, this is monica...	g
96	1	yeah???	b
96	2	oh...	b
96	3	okay, yes, we'll be right, we'll be right down.	ag
96	4	thank you.	g
97	0	okay. let's bring it in.	s
97	1	wait no, honey, honey throw it to me, throw it to me.	c
97	2	here you go.	ag
97	3	that almost hit me in the face.	s
98	1	well, if the magician can open my beer with his but cheeks, then all right.	o
99	0	hey!	g
99	1	hey!	g
99	2	y'know i'm-i'm really glad we decided not to sleep together before the wedding.	s
99	3	oh boy, me too!	ag
99	4	y'know i was thinking if we had a…a big fight and uh we broke up for a few hours	o
99	5	yeah?	b
99	6	technically we could have sex again. what do you think, bossy and domineering?!	q
99	7	the wedding is off, sloppy and immature!	ans
99	8	that's me! come on!	dag
99	9	okay.  but wait, we can't. my cousin cassie is in the guest room, we're supposed to have lunch.	o
99	10	well, get rid of her, obsessive and shrill.	o
99	11	shrill?! the wedding is back on!	s
99	12	i thought i heard voices. you must be chandler.	o
99	13	hi! nice to meet you!	g
99	14	nice to meet you too.	g
99	15	so, are you ready to go?	q
99	16	yeah.	ans
99	17	chandler!	oth
